bagnum_num,tank_ID,DNA_label,new_label,need DNA ?,sal_full,temp_full,nbr_leaves,length_longest_leaf,nbr_leaves_end,nbr_new_leaves,width_leaf,Growth_leaf1,Growth_leaf2,Growth_leaf3,Growth_leaf4,Growth_leaf5,Growth_leaf6,Growth_leaf7,Length_new_leaf1,Length_new_leaf2,Length_new_leaf3,Length_new_leaf4,Length_new_leaf5,Length_new_leaf6,Nbr_new_shoots,Nbr_leaves_new_shoot1,Length_new_shoot1_leaf1,Length_new_shoot1_leaf2,Length_new_shoot1_leaf3,Length_new_shoot1_leaf4,Length_new_shoot1_leaf5,Length_new_shoot1_leaf6,Nbr_leaves_new_shoot2,Length_new_shoot2_leaf1,Length_new_shoot2_leaf2,Length_new_shoot2_leaf3,Length_new_shoot2_leaf4,Length_new_shoot2_leaf5,Length_flower1,Length_bract1,Length_flower2,Length_bract2,Length_flower3,Length_bract3,below_ground_weight,above_ground_weight,weight_new_shoot1,weight_new_shoot2,total_weight,lesions?,picture?,isAlive,Comment
187,B2,KAL_gen-24,187_B2_KAL_gen-24_TempWarm-5psu,,5psu,TempWarm,5,66.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
188,B2,HOR_gen-24,188_B2_HOR_gen-24_TempWarm-5psu,,5psu,TempWarm,5,39.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
189,B2,VAT_gen-24,189_B2_VAT_gen-24_TempWarm-5psu,,5psu,TempWarm,5,47.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
190,B2,VIK_gen-24,190_B2_VIK_gen-24_TempWarm-5psu,,5psu,TempWarm,4,31.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
192,B2,BAR_gen-24,192_B2_BAR_gen-24_TempWarm-5psu,,5psu,TempWarm,5,37.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
194,B3,KUR_gen-25,194_B3_KUR_gen-25_TempWarm-16psu,absolutely yes,16psu,TempWarm,4,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
195,B3,BJO_gen-25,195_B3_BJO_gen-25_TempWarm-16psu,yes,16psu,TempWarm,4,30.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
200,B3,VAT_gen-25,200_B3_VAT_gen-25_TempWarm-16psu,,16psu,TempWarm,4,67.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
201,B3,VAT_gen-26,201_B3_VAT_gen-26_TempWarm-5psu,,5psu,TempWarm,5,44.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
202,B3,BJO_gen-26,202_B3_BJO_gen-26_TempWarm-5psu,yes,5psu,TempWarm,4,24.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
203,B3,KUR_gen-26,203_B3_KUR_gen-26_TempWarm-5psu,yes,5psu,TempWarm,4,14.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
204,B3,HOG_gen-26,204_B3_HOG_gen-26_TempWarm-5psu,,5psu,TempWarm,5,53.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
205,B3,HOR_gen-26,205_B3_HOR_gen-26_TempWarm-5psu,,5psu,TempWarm,5,38.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
206,B3,KAL_gen-26,206_B3_KAL_gen-26_TempWarm-5psu,absolutely yes,5psu,TempWarm,5,53.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
207,B3,VIK_gen-26,207_B3_VIK_gen-26_TempWarm-5psu,,5psu,TempWarm,4,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
208,B3,BAR_gen-26,208_B3_BAR_gen-26_TempWarm-5psu,,5psu,TempWarm,5,47.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
213,B3,BJO_gen-27,213_B3_BJO_gen-27_TempWarm-16psu,absolutely yes,16psu,TempWarm,5,38.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
217,B3,KUR_gen-28,217_B3_KUR_gen-28_TempWarm-5psu,yes,5psu,TempWarm,5,21.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
218,B3,VAT_gen-28,218_B3_VAT_gen-28_TempWarm-5psu,,5psu,TempWarm,5,55.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
219,B3,BAR_gen-28,219_B3_BAR_gen-28_TempWarm-5psu,,5psu,TempWarm,4,31.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
220,B3,HOG_gen-28,220_B3_HOG_gen-28_TempWarm-5psu,,5psu,TempWarm,4,65.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
222,B3,VIK_gen-28,222_B3_VIK_gen-28_TempWarm-5psu,,5psu,TempWarm,4,18.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
223,B3,HOR_gen-28,223_B3_HOR_gen-28_TempWarm-5psu,,5psu,TempWarm,4,28.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
224,B3,BJO_gen-28,224_B3_BJO_gen-28_TempWarm-5psu,yes,5psu,TempWarm,4,37.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
227,B4,HOR_gen-29,227_B4_HOR_gen-29_TempWarm-16psu,,16psu,TempWarm,4,33.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
228,B4,VAT_gen-29,228_B4_VAT_gen-29_TempWarm-16psu,,16psu,TempWarm,4,26.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
229,B4,KUR_gen-29,229_B4_KUR_gen-29_TempWarm-16psu,,16psu,TempWarm,5,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
233,B4,BJO_gen-30,233_B4_BJO_gen-30_TempWarm-5psu,,5psu,TempWarm,4,40.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
234,B4,HOR_gen-30,234_B4_HOR_gen-30_TempWarm-5psu,,5psu,TempWarm,5,38.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
235,B4,BAR_gen-30,235_B4_BAR_gen-30_TempWarm-5psu,,5psu,TempWarm,5,27.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
236,B4,VAT_gen-30,236_B4_VAT_gen-30_TempWarm-5psu,,5psu,TempWarm,5,49.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
237,B4,VIK_gen-30,237_B4_VIK_gen-30_TempWarm-5psu,,5psu,TempWarm,4,35.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
238,B4,KAL_gen-30,238_B4_KAL_gen-30_TempWarm-5psu,,5psu,TempWarm,5,49.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
239,B4,KUR_gen-30,239_B4_KUR_gen-30_TempWarm-5psu,,5psu,TempWarm,4,14.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
240,B4,HOG_gen-30,240_B4_HOG_gen-30_TempWarm-5psu,,5psu,TempWarm,4,39.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
243,B4,KUR_gen-31,243_B4_KUR_gen-31_TempWarm-16psu,,16psu,TempWarm,4,32.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
244,B4,BAR_gen-31,244_B4_BAR_gen-31_TempWarm-16psu,yes,16psu,TempWarm,5,45.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
247,B4,VAT_gen-31,247_B4_VAT_gen-31_TempWarm-16psu,,16psu,TempWarm,5,40.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
249,B4,BAR_gen-32,249_B4_BAR_gen-32_TempWarm-5psu,,5psu,TempWarm,4,29.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
251,B4,VIK_gen-32,251_B4_VIK_gen-32_TempWarm-5psu,yes,5psu,TempWarm,5,28.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
252,B4,VAT_gen-32,252_B4_VAT_gen-32_TempWarm-5psu,,5psu,TempWarm,4,39.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
253,B4,BJO_gen-32,253_B4_BJO_gen-32_TempWarm-5psu,yes,5psu,TempWarm,4,26.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
254,B4,KUR_gen-32,254_B4_KUR_gen-32_TempWarm-5psu,,5psu,TempWarm,4,18.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
256,B4,HOR_gen-32,256_B4_HOR_gen-32_TempWarm-5psu,yes,5psu,TempWarm,5,25.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
267,C1,BJO_gen-34,267_C1_BJO_gen-34_TempControl-7psu,,7psu,TempControl,4,32.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
268,C1,BAR_gen-34,268_C1_BAR_gen-34_TempControl-7psu,,7psu,TempControl,5,50.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
270,C1,HOR_gen-34,270_C1_HOR_gen-34_TempControl-7psu,,7psu,TempControl,5,33.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
271,C1,KUR_gen-34,271_C1_KUR_gen-34_TempControl-7psu,,7psu,TempControl,5,23.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
272,C1,KAL_gen-34,272_C1_KAL_gen-34_TempControl-7psu,,7psu,TempControl,5,49.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
273,C1,VAT_gen-35,273_C1_VAT_gen-35_TempControl-21psu,yes,21psu,TempControl,5,40.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
281,C1,KUR_gen-36,281_C1_KUR_gen-36_TempControl-7psu,yes,7psu,TempControl,5,22.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
285,C1,BJO_gen-36,285_C1_BJO_gen-36_TempControl-7psu,yes,7psu,TempControl,5,17.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
288,C1,BAR_gen-36,288_C1_BAR_gen-36_TempControl-7psu,absolutely yes,7psu,TempControl,5,21.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
299,C2,HOR_gen-38,299_C2_HOR_gen-38_TempControl-7psu,,7psu,TempControl,5,37.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
301,C2,BAR_gen-38,301_C2_BAR_gen-38_TempControl-7psu,yes,7psu,TempControl,4,35.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
313,C2,VAT_gen-40,313_C2_VAT_gen-40_TempControl-7psu,absolutely yes,7psu,TempControl,5,51.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
318,C2,HOG_gen-40,318_C2_HOG_gen-40_TempControl-7psu,yes,7psu,TempControl,5,57.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
330,C3,HOG_gen-42,330_C3_HOG_gen-42_TempControl-7psu,,7psu,TempControl,5,42.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
334,C3,BJO_gen-42,334_C3_BJO_gen-42_TempControl-7psu,,7psu,TempControl,4,32.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
345,C3,KUR_gen-44,345_C3_KUR_gen-44_TempControl-7psu,,7psu,TempControl,5,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
346,C3,BJO_gen-44,346_C3_BJO_gen-44_TempControl-7psu,,7psu,TempControl,3,37.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
351,C3,VAT_gen-44,351_C3_VAT_gen-44_TempControl-7psu,,7psu,TempControl,6,63.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
367,C4,VIK_gen-46,367_C4_VIK_gen-46_TempControl-7psu,yes,7psu,TempControl,4,36.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
368,C4,HOR_gen-46,368_C4_HOR_gen-46_TempControl-7psu,,7psu,TempControl,4,59.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
379,C4,BAR_gen-48,379_C4_BAR_gen-48_TempControl-7psu,,7psu,TempControl,4,32.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
381,C4,HOR_gen-48,381_C4_HOR_gen-48_TempControl-7psu,,7psu,TempControl,5,45.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
384,C4,BJO_gen-48,384_C4_BJO_gen-48_TempControl-7psu,yes,7psu,TempControl,4,32.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
